"ACCIDENT_NO","SURFACE_COND","Surface Cond Desc","SURFACE_COND_SEQ"
"12000000389 ","9","Unknown","1"
"12000000554 ","1","Dry","1"
"12000000555 ","1","Dry","1"
"12000000559 ","1","Dry","1"
"12000000586 ","1","Dry","1"
"12000000781 ","1","Dry","1"
"12000000808 ","1","Dry","1"
"12000000810 ","1","Dry","1"
"12000001446 ","1","Dry","1"
"12000001526 ","1","Dry","1"
"12000001708 ","1","Dry","1"
"12000001731 ","1","Dry","1"
"12000001947 ","9","Unknown","1"
"12000002177 ","1","Dry","1"
"12000002238 ","1","Dry","1"
"12000002253 ","1","Dry","1"
"12000002264 ","1","Dry","1"
"12000002288 ","1","Dry","1"
"12000002458 ","1","Dry","1"
"12000002490 ","1","Dry","1"
"12000002502 ","2","Wet","1"
"12000002504 ","1","Dry","1"
"12000002509 ","1","Dry","1"
"12000002511 ","1","Dry","1"
"12000002540 ","1","Dry","1"
"12000002549 ","1","Dry","1"
"12000002621 ","1","Dry","1"
"12000002625 ","1","Dry","1"
"12000002633 ","1","Dry","1"
"12000002642 ","1","Dry","1"
"12000002643 ","1","Dry","1"
"12000002646 ","1","Dry","1"
"12000002652 ","1","Dry","1"
"12000002657 ","1","Dry","1"
"12000002662 ","1","Dry","1"
"12000002667 ","1","Dry","1"
"12000002669 ","2","Wet","1"
"12000002693 ","1","Dry","1"
"12000002696 ","1","Dry","1"
"12000002706 ","1","Dry","1"
"12000002709 ","1","Dry","1"
"12000002716 ","1","Dry","1"
"12000002721 ","1","Dry","1"
"12000002722 ","1","Dry","1"
"12000002738 ","1","Dry","1"
"12000002739 ","1","Dry","1"
"12000002740 ","1","Dry","1"
"12000002741 ","1","Dry","1"
"12000002748 ","1","Dry","1"
"12000002750 ","1","Dry","1"
"12000002762 ","1","Dry","1"
"12000002764 ","1","Dry","1"
"12000002774 ","1","Dry","1"
"12000002813 ","2","Wet","1"
"12000002917 ","1","Dry","1"
"12000002919 ","1","Dry","1"
"12000002925 ","1","Dry","1"
"12000002991 ","1","Dry","1"
"12000003068 ","1","Dry","1"
"12000003076 ","1","Dry","1"
"12000003082 ","1","Dry","1"
"12000003098 ","1","Dry","1"
"12000003136 ","1","Dry","1"
"12000003137 ","1","Dry","1"
"12000003139 ","2","Wet","1"
"12000003183 ","1","Dry","1"
"12000003420 ","1","Dry","1"
"12000003537 ","1","Dry","1"
"12000003564 ","1","Dry","1"
"12000003584 ","1","Dry","1"
"12000003725 ","1","Dry","1"
"12000003882 ","1","Dry","1"
"12000003885 ","1","Dry","1"
"12000003949 ","1","Dry","1"
"12000003954 ","2","Wet","1"
"12000003956 ","1","Dry","1"
"12000003966 ","1","Dry","1"
"12000003969 ","1","Dry","1"
"12000003971 ","1","Dry","1"
"12000003984 ","1","Dry","1"
"12000004036 ","1","Dry","1"
"12000004042 ","1","Dry","1"
"12000004069 ","1","Dry","1"
"12000004074 ","1","Dry","1"
"12000004082 ","1","Dry","1"
"12000004088 ","1","Dry","1"
"12000004098 ","1","Dry","1"
"12000004105 ","1","Dry","1"
"12000004112 ","1","Dry","1"
"12000004125 ","1","Dry","1"
"12000004157 ","1","Dry","1"
"12000004319 ","1","Dry","1"
"12000004434 ","1","Dry","1"
"12000004469 ","1","Dry","1"
"12000004487 ","1","Dry","1"
"12000004496 ","1","Dry","1"
"12000004507 ","1","Dry","1"
"12000004529 ","1","Dry","1"
"12000004574 ","1","Dry","1"
"12000004592 ","1","Dry","1"
"12000004595 ","1","Dry","1"
"12000004596 ","1","Dry","1"
"12000004611 ","1","Dry","1"
"12000004626 ","1","Dry","1"
"12000004631 ","1","Dry","1"
"12000004644 ","1","Dry","1"
"12000004647 ","1","Dry","1"
"12000004651 ","1","Dry","1"
"12000004708 ","1","Dry","1"
"12000004717 ","1","Dry","1"
"12000004731 ","1","Dry","1"
"12000004733 ","1","Dry","1"
"12000004740 ","2","Wet","1"
"12000005038 ","1","Dry","1"
"12000005159 ","2","Wet","1"
"12000005170 ","1","Dry","1"
"12000005176 ","1","Dry","1"
"12000005185 ","1","Dry","1"
"12000005189 ","1","Dry","1"
"12000005190 ","1","Dry","1"
"12000005191 ","1","Dry","1"
"12000005195 ","1","Dry","1"
"12000005199 ","2","Wet","1"
"12000005201 ","1","Dry","1"
"12000005215 ","1","Dry","1"
"12000005221 ","2","Wet","1"
"12000005224 ","1","Dry","1"
"12000005234 ","1","Dry","1"
"12000005236 ","1","Dry","1"
"12000005241 ","1","Dry","1"
"12000005252 ","1","Dry","1"
"12000005258 ","1","Dry","1"
"12000005274 ","1","Dry","1"
"12000005278 ","1","Dry","1"
"12000005279 ","1","Dry","1"
"12000005281 ","1","Dry","1"
"12000005283 ","2","Wet","1"
"12000005304 ","1","Dry","1"
"12000005306 ","1","Dry","1"
"12000005309 ","1","Dry","1"
"12000005310 ","1","Dry","1"
"12000005312 ","1","Dry","1"
"12000005313 ","1","Dry","1"
"12000005315 ","1","Dry","1"
"12000005322 ","1","Dry","1"
"12000005323 ","2","Wet","1"
"12000005324 ","1","Dry","1"
"12000005325 ","1","Dry","1"
"12000005329 ","1","Dry","1"
"12000005332 ","1","Dry","1"
"12000005337 ","1","Dry","1"
"12000005339 ","1","Dry","1"
"12000005340 ","1","Dry","1"
"12000005343 ","1","Dry","1"
"12000005345 ","2","Wet","1"
"12000005346 ","2","Wet","1"
"12000005348 ","1","Dry","1"
"12000005351 ","1","Dry","1"
"12000005367 ","1","Dry","1"
"12000005368 ","9","Unknown","1"
"12000005371 ","1","Dry","1"
"12000005374 ","1","Dry","1"
"12000005375 ","1","Dry","1"
"12000005380 ","1","Dry","1"
"12000005382 ","1","Dry","1"
"12000005383 ","1","Dry","1"
"12000005385 ","1","Dry","1"
"12000005387 ","2","Wet","1"
"12000005389 ","1","Dry","1"
"12000005391 ","1","Dry","1"
"12000005392 ","1","Dry","1"
"12000005393 ","1","Dry","1"
"12000005396 ","1","Dry","1"
"12000005399 ","1","Dry","1"
"12000005401 ","1","Dry","1"
"12000005409 ","2","Wet","1"
"12000005410 ","2","Wet","1"
"12000005415 ","2","Wet","1"
"12000005417 ","1","Dry","1"
"12000005422 ","1","Dry","1"
"12000005427 ","2","Wet","1"
"12000005435 ","1","Dry","1"
"12000005436 ","1","Dry","1"
"12000005438 ","1","Dry","1"
"12000005455 ","1","Dry","1"
"12000005457 ","1","Dry","1"
"12000005463 ","1","Dry","1"
"12000005465 ","2","Wet","1"
"12000005468 ","1","Dry","1"
"12000005469 ","1","Dry","1"
"12000005471 ","1","Dry","1"
"12000005485 ","2","Wet","1"
"12000005488 ","1","Dry","1"
"12000005491 ","1","Dry","1"
"12000005494 ","2","Wet","1"
"12000005496 ","1","Dry","1"
"12000005498 ","1","Dry","1"
"12000005502 ","1","Dry","1"
"12000005504 ","1","Dry","1"
"12000005507 ","1","Dry","1"
"12000005508 ","2","Wet","1"
"12000005531 ","1","Dry","1"
"12000005534 ","2","Wet","1"
"12000005542 ","2","Wet","1"
"12000005543 ","1","Dry","1"
"12000005545 ","1","Dry","1"
"12000005550 ","1","Dry","1"
"12000005552 ","1","Dry","1"
"12000005562 ","9","Unknown","1"
"12000005567 ","1","Dry","1"
"12000005575 ","1","Dry","1"
"12000005577 ","1","Dry","1"
"12000005581 ","2","Wet","1"
"12000005586 ","2","Wet","1"
"12000005732 ","1","Dry","1"
"12000005750 ","1","Dry","1"
"12000005754 ","1","Dry","1"
"12000005759 ","1","Dry","1"
"12000005788 ","1","Dry","1"
"12000005808 ","1","Dry","1"
"12000005884 ","1","Dry","1"
"12000005889 ","1","Dry","1"
"12000005898 ","1","Dry","1"
"12000005904 ","1","Dry","1"
"12000005905 ","1","Dry","1"
"12000005926 ","2","Wet","1"
"12000005940 ","1","Dry","1"
"12000005947 ","1","Dry","1"
"12000005956 ","1","Dry","1"
"12000005959 ","1","Dry","1"
"12000005974 ","1","Dry","1"
"12000005982 ","1","Dry","1"
"12000006046 ","1","Dry","1"
"12000006047 ","2","Wet","1"
"12000006180 ","1","Dry","1"
"12000006183 ","1","Dry","1"
"12000006248 ","1","Dry","1"
"12000006261 ","1","Dry","1"
"12000006267 ","1","Dry","1"
"12000006269 ","1","Dry","1"
"12000006271 ","1","Dry","1"
"12000006276 ","1","Dry","1"
"12000006289 ","1","Dry","1"
"12000006293 ","1","Dry","1"
"12000006308 ","1","Dry","1"
"12000006311 ","2","Wet","1"
"12000006314 ","1","Dry","1"
"12000006319 ","1","Dry","1"
"12000006341 ","1","Dry","1"
"12000006344 ","1","Dry","1"
"12000006345 ","1","Dry","1"
"12000006352 ","1","Dry","1"
"12000006356 ","1","Dry","1"
"12000006363 ","1","Dry","1"
"12000006367 ","1","Dry","1"
"12000006371 ","1","Dry","1"
"12000006375 ","1","Dry","1"
"12000006391 ","1","Dry","1"
"12000006392 ","2","Wet","1"
"12000006399 ","1","Dry","1"
"12000006402 ","2","Wet","1"
"12000006405 ","1","Dry","1"
"12000006411 ","1","Dry","1"
"12000006421 ","1","Dry","1"
"12000006422 ","1","Dry","1"
"12000006423 ","1","Dry","1"
"12000006430 ","1","Dry","1"
"12000006435 ","1","Dry","1"
"12000006521 ","1","Dry","1"
"12000006523 ","1","Dry","1"
"12000006609 ","1","Dry","1"
"12000006613 ","1","Dry","1"
"12000006614 ","1","Dry","1"
"12000006622 ","1","Dry","1"
"12000006626 ","1","Dry","1"
"12000006629 ","1","Dry","1"
"12000006634 ","1","Dry","1"
"12000006638 ","1","Dry","1"
"12000006642 ","1","Dry","1"
"12000006644 ","1","Dry","1"
"12000006647 ","1","Dry","1"
"12000006649 ","1","Dry","1"
"12000006651 ","1","Dry","1"
"12000006653 ","1","Dry","1"
"12000006657 ","1","Dry","1"
"12000006661 ","1","Dry","1"
"12000006669 ","1","Dry","1"
"12000006700 ","1","Dry","1"
"12000006703 ","9","Unknown","1"
"12000006705 ","1","Dry","1"
"12000006706 ","1","Dry","1"
"12000006713 ","1","Dry","1"
"12000006714 ","1","Dry","1"
"12000006716 ","1","Dry","1"
"12000006722 ","1","Dry","1"
"12000006723 ","1","Dry","1"
"12000006725 ","1","Dry","1"
"12000006745 ","2","Wet","1"
"12000006747 ","2","Wet","1"
"12000006752 ","1","Dry","1"
"12000006767 ","1","Dry","1"
"12000006773 ","2","Wet","1"
"12000006816 ","1","Dry","1"
"12000006822 ","1","Dry","1"
"12000006870 ","1","Dry","1"
"12000006880 ","1","Dry","1"
"12000006906 ","1","Dry","1"
"12000006974 ","1","Dry","1"
"12000006979 ","1","Dry","1"
"12000006980 ","1","Dry","1"
"12000006981 ","1","Dry","1"
"12000006982 ","1","Dry","1"
"12000006983 ","1","Dry","1"
"12000006984 ","1","Dry","1"
"12000006985 ","1","Dry","1"
"12000006989 ","1","Dry","1"
"12000006991 ","1","Dry","1"
"12000006994 ","1","Dry","1"
"12000006995 ","1","Dry","1"
"12000006999 ","1","Dry","1"
"12000007001 ","1","Dry","1"
"12000007002 ","1","Dry","1"
"12000007005 ","1","Dry","1"
"12000007009 ","1","Dry","1"
"12000007014 ","1","Dry","1"
"12000007016 ","1","Dry","1"
"12000007018 ","1","Dry","1"
"12000007020 ","1","Dry","1"
"12000007021 ","1","Dry","1"
"12000007022 ","2","Wet","1"
"12000007025 ","1","Dry","1"
"12000007026 ","1","Dry","1"
"12000007027 ","1","Dry","1"
"12000007028 ","1","Dry","1"
"12000007031 ","1","Dry","1"
"12000007033 ","1","Dry","1"
"12000007038 ","1","Dry","1"
"12000007039 ","1","Dry","1"
"12000007046 ","1","Dry","1"
"12000007047 ","1","Dry","1"
"12000007049 ","1","Dry","1"
"12000007051 ","1","Dry","1"
"12000007052 ","1","Dry","1"
"12000007053 ","1","Dry","1"
"12000007054 ","1","Dry","1"
"12000007055 ","2","Wet","1"
"12000007056 ","1","Dry","1"
"12000007059 ","1","Dry","1"
"12000007062 ","1","Dry","1"
"12000007068 ","1","Dry","1"
"12000007072 ","1","Dry","1"
"12000007079 ","1","Dry","1"
"12000007084 ","1","Dry","1"
"12000007086 ","1","Dry","1"
"12000007098 ","1","Dry","1"
"12000007105 ","1","Dry","1"
"12000007106 ","1","Dry","1"
"12000007114 ","1","Dry","1"
"12000007118 ","1","Dry","1"
"12000007122 ","1","Dry","1"
"12000007150 ","2","Wet","1"
"12000007152 ","2","Wet","1"
"12000007155 ","1","Dry","1"
"12000007157 ","1","Dry","1"
"12000007158 ","1","Dry","1"
"12000007164 ","1","Dry","1"
"12000007202 ","1","Dry","1"
"12000007207 ","1","Dry","1"
"12000007212 ","1","Dry","1"
"12000007224 ","1","Dry","1"
"12000007229 ","1","Dry","1"
"12000007262 ","1","Dry","1"
"12000007270 ","1","Dry","1"
"12000007271 ","1","Dry","1"
"12000007274 ","1","Dry","1"
"12000007279 ","2","Wet","1"
"12000007280 ","1","Dry","1"
"12000007304 ","1","Dry","1"
"12000007317 ","1","Dry","1"
"12000007390 ","1","Dry","1"
"12000007393 ","2","Wet","1"
"12000007396 ","1","Dry","1"
"12000007400 ","1","Dry","1"
"12000007404 ","2","Wet","1"
"12000007406 ","2","Wet","1"
"12000007580 ","1","Dry","1"
"12000007734 ","2","Wet","1"
"12000007749 ","1","Dry","1"
"12000007752 ","1","Dry","1"
"12000007754 ","1","Dry","1"
"12000007760 ","1","Dry","1"
"12000007761 ","1","Dry","1"
"12000007762 ","1","Dry","1"
"12000007763 ","1","Dry","1"
"12000007769 ","1","Dry","1"
"12000007770 ","1","Dry","1"
"12000007773 ","1","Dry","1"
"12000007798 ","1","Dry","1"
"12000007817 ","1","Dry","1"
"12000007820 ","1","Dry","1"
"12000007826 ","2","Wet","1"
"12000007832 ","1","Dry","1"
"12000007834 ","1","Dry","1"
"12000007837 ","1","Dry","1"
"12000007839 ","1","Dry","1"
"12000007842 ","1","Dry","1"
"12000007850 ","1","Dry","1"
"12000007856 ","1","Dry","1"
"12000007857 ","1","Dry","1"
"12000007862 ","1","Dry","1"
"12000007865 ","2","Wet","1"
"12000007869 ","1","Dry","1"
"12000007870 ","1","Dry","1"
"12000007877 ","2","Wet","1"
"12000007883 ","1","Dry","1"
"12000007886 ","2","Wet","1"
"12000007888 ","1","Dry","1"
"12000007902 ","1","Dry","1"
"12000007986 ","1","Dry","1"
"12000008008 ","1","Dry","1"
"12000008020 ","1","Dry","1"
"12000008027 ","1","Dry","1"
"12000008029 ","1","Dry","1"
"12000008044 ","9","Unknown","1"
"12000008046 ","1","Dry","1"
"12000008080 ","1","Dry","1"
"12000008112 ","2","Wet","1"
"12000008118 ","2","Wet","1"
"12000008167 ","1","Dry","1"
"12000008170 ","1","Dry","1"
"12000008180 ","2","Wet","1"
"12000008198 ","1","Dry","1"
"12000008212 ","2","Wet","1"
"12000008224 ","2","Wet","1"
"12000008228 ","1","Dry","1"
"12000008233 ","2","Wet","1"
"12000008236 ","1","Dry","1"
"12000008239 ","2","Wet","1"
"12000008244 ","1","Dry","1"
"12000008253 ","1","Dry","1"
"12000008267 ","1","Dry","1"
"12000008271 ","1","Dry","1"
"12000008281 ","1","Dry","1"
"12000008284 ","1","Dry","1"
"12000008295 ","1","Dry","1"
"12000008301 ","1","Dry","1"
"12000008306 ","2","Wet","1"
"12000008326 ","1","Dry","1"
"12000008351 ","1","Dry","1"
"12000008358 ","2","Wet","1"
"12000008360 ","1","Dry","1"
"12000008362 ","1","Dry","1"
"12000008370 ","1","Dry","1"
"12000008378 ","1","Dry","1"
"12000008385 ","1","Dry","1"
"12000008398 ","2","Wet","1"
"12000008400 ","1","Dry","1"
"12000008403 ","2","Wet","1"
"12000008405 ","1","Dry","1"
"12000008406 ","1","Dry","1"
"12000008411 ","1","Dry","1"
"12000008413 ","1","Dry","1"
"12000008416 ","1","Dry","1"
"12000008417 ","1","Dry","1"
"12000008422 ","1","Dry","1"
"12000008429 ","1","Dry","1"
"12000008433 ","1","Dry","1"
"12000008436 ","2","Wet","1"
"12000008437 ","1","Dry","1"
"12000008444 ","1","Dry","1"
"12000008502 ","2","Wet","1"
"12000008504 ","1","Dry","1"
"12000008523 ","2","Wet","1"
"12000008528 ","2","Wet","1"
"12000008534 ","1","Dry","1"
"12000008539 ","1","Dry","1"
"12000008541 ","1","Dry","1"
"12000008555 ","1","Dry","1"
"12000008558 ","1","Dry","1"
"12000008625 ","1","Dry","1"
"12000008884 ","1","Dry","1"
"12000008922 ","1","Dry","1"
"12000008928 ","1","Dry","1"
"12000009055 ","1","Dry","1"
"12000009059 ","1","Dry","1"
"12000009072 ","2","Wet","1"
"12000009103 ","3","Muddy","1"
"12000009117 ","1","Dry","1"
"12000009124 ","1","Dry","1"
"12000009128 ","1","Dry","1"
"12000009134 ","1","Dry","1"
"12000009136 ","1","Dry","1"
"12000009327 ","1","Dry","1"
"12000009329 ","1","Dry","1"
"12000009332 ","1","Dry","1"
"12000009335 ","1","Dry","1"
"12000009340 ","1","Dry","1"
"12000009342 ","1","Dry","1"
"12000009345 ","1","Dry","1"
"12000009347 ","1","Dry","1"
"12000009348 ","1","Dry","1"
"12000009349 ","1","Dry","1"
"12000009350 ","1","Dry","1"
"12000009359 ","1","Dry","1"
"12000009367 ","1","Dry","1"
"12000009370 ","1","Dry","1"
"12000009373 ","1","Dry","1"
"12000009377 ","9","Unknown","1"
"12000009402 ","1","Dry","1"
"12000009404 ","1","Dry","1"
"12000009407 ","1","Dry","1"
"12000009412 ","1","Dry","1"
"12000009413 ","1","Dry","1"
"12000009422 ","1","Dry","1"
"12000009425 ","1","Dry","1"
"12000009439 ","1","Dry","1"
"12000009446 ","1","Dry","1"
"12000009473 ","2","Wet","1"
"12000009499 ","1","Dry","1"
"12000009503 ","9","Unknown","1"
"12000009526 ","1","Dry","1"
"12000009568 ","1","Dry","1"
"12000009571 ","1","Dry","1"
"12000009587 ","9","Unknown","1"
"12000009591 ","2","Wet","1"
"12000009596 ","1","Dry","1"
"12000009597 ","1","Dry","1"
"12000009608 ","1","Dry","1"
"12000009616 ","1","Dry","1"
"12000009620 ","1","Dry","1"
"12000009628 ","2","Wet","1"
"12000009631 ","1","Dry","1"
"12000009634 ","1","Dry","1"
"12000009636 ","1","Dry","1"
"12000009645 ","1","Dry","1"
"12000009650 ","2","Wet","1"
"12000009655 ","1","Dry","1"
"12000009659 ","1","Dry","1"
"12000009662 ","1","Dry","1"
"12000009664 ","1","Dry","1"
"12000009665 ","1","Dry","1"
"12000009673 ","1","Dry","1"
"12000009676 ","1","Dry","1"
"12000009680 ","1","Dry","1"
"12000009686 ","1","Dry","1"
"12000009687 ","1","Dry","1"
"12000009689 ","1","Dry","1"
"12000009692 ","1","Dry","1"
"12000009694 ","1","Dry","1"
"12000009698 ","1","Dry","1"
"12000009710 ","2","Wet","1"
"12000009711 ","1","Dry","1"
"12000009714 ","1","Dry","1"
"12000009716 ","1","Dry","1"
"12000009717 ","1","Dry","1"
"12000009721 ","1","Dry","1"
"12000009723 ","1","Dry","1"
"12000009726 ","2","Wet","1"
"12000009728 ","1","Dry","1"
"12000009738 ","1","Dry","1"
"12000009740 ","1","Dry","1"
"12000009744 ","1","Dry","1"
"12000009751 ","1","Dry","1"
"12000009755 ","1","Dry","1"
"12000009769 ","1","Dry","1"
"12000009771 ","1","Dry","1"
"12000009778 ","1","Dry","1"
"12000009786 ","1","Dry","1"
"12000009790 ","1","Dry","1"
"12000009796 ","1","Dry","1"
"12000009804 ","1","Dry","1"
"12000009816 ","1","Dry","1"
"12000009825 ","1","Dry","1"
"12000009832 ","1","Dry","1"
"12000009873 ","1","Dry","1"
"12000009898 ","2","Wet","1"
"12000009909 ","1","Dry","1"
"12000009913 ","1","Dry","1"
"12000009916 ","1","Dry","1"
"12000009918 ","1","Dry","1"
"12000009919 ","1","Dry","1"
"12000009957 ","1","Dry","1"
"12000009972 ","1","Dry","1"
"12000009976 ","2","Wet","1"
"12000009984 ","1","Dry","1"
"12000009999 ","1","Dry","1"
"12000010004 ","1","Dry","1"
"12000010011 ","1","Dry","1"
"12000010042 ","9","Unknown","1"
"12000010093 ","1","Dry","1"
"12000010115 ","1","Dry","1"
"12000010149 ","1","Dry","1"
"12000010164 ","1","Dry","1"
"12000010168 ","1","Dry","1"
"12000010179 ","1","Dry","1"
"12000010198 ","1","Dry","1"
"12000010203 ","1","Dry","1"
"12000010205 ","1","Dry","1"
"12000010207 ","1","Dry","1"
"12000010208 ","9","Unknown","1"
"12000010216 ","1","Dry","1"
"12000010218 ","1","Dry","1"
"12000010227 ","1","Dry","1"
"12000010228 ","1","Dry","1"
"12000010230 ","2","Wet","1"
"12000010237 ","1","Dry","1"
"12000010238 ","1","Dry","1"
"12000010240 ","1","Dry","1"
"12000010244 ","1","Dry","1"
"12000010272 ","1","Dry","1"
"12000010291 ","2","Wet","1"
"12000010294 ","1","Dry","1"
"12000010321 ","1","Dry","1"
"12000010353 ","1","Dry","1"
"12000010360 ","1","Dry","1"
"12000010362 ","1","Dry","1"
"12000010367 ","1","Dry","1"
"12000010368 ","1","Dry","1"
"12000010372 ","1","Dry","1"
"12000010379 ","1","Dry","1"
"12000010392 ","1","Dry","1"
"12000010396 ","1","Dry","1"
"12000010412 ","1","Dry","1"
"12000010418 ","1","Dry","1"
"12000010425 ","1","Dry","1"
"12000010436 ","1","Dry","1"
"12000010443 ","2","Wet","1"
"12000010450 ","1","Dry","1"
"12000010456 ","2","Wet","1"
"12000010460 ","1","Dry","1"
"12000010472 ","2","Wet","1"
"12000010478 ","1","Dry","1"
"12000010479 ","1","Dry","1"
"12000010491 ","1","Dry","1"
"12000010508 ","9","Unknown","1"
"12000010513 ","1","Dry","1"
"12000010518 ","1","Dry","1"
"12000010524 ","1","Dry","1"
"12000010526 ","1","Dry","1"
"12000010539 ","1","Dry","1"
"12000010543 ","1","Dry","1"
"12000010552 ","1","Dry","1"
"12000010561 ","1","Dry","1"
"12000010562 ","2","Wet","1"
"12000010566 ","1","Dry","1"
"12000010599 ","1","Dry","1"
"12000010607 ","1","Dry","1"
"12000010649 ","1","Dry","1"
"12000010666 ","1","Dry","1"
"12000010683 ","1","Dry","1"
"12000010707 ","2","Wet","1"
"12000010710 ","1","Dry","1"
"12000010715 ","1","Dry","1"
"12000010717 ","1","Dry","1"
"12000010719 ","1","Dry","1"
"12000010738 ","1","Dry","1"
"12000010750 ","1","Dry","1"
"12000010761 ","9","Unknown","1"
"12000010763 ","2","Wet","1"
"12000010766 ","1","Dry","1"
"12000010784 ","1","Dry","1"
"12000010809 ","1","Dry","1"
"12000010820 ","1","Dry","1"
"12000010827 ","1","Dry","1"
"12000010840 ","1","Dry","1"
"12000010882 ","1","Dry","1"
"12000010889 ","1","Dry","1"
"12000010919 ","1","Dry","1"
"12000010924 ","1","Dry","1"
"12000010928 ","1","Dry","1"
"12000010931 ","1","Dry","1"
"12000010946 ","1","Dry","1"
"12000010948 ","1","Dry","1"
"12000010959 ","1","Dry","1"
"12000010979 ","1","Dry","1"
"12000011002 ","1","Dry","1"
"12000011010 ","1","Dry","1"
"12000011017 ","1","Dry","1"
"12000011056 ","1","Dry","1"
"12000011168 ","1","Dry","1"
"12000011170 ","1","Dry","1"
"12000011172 ","1","Dry","1"
"12000011177 ","1","Dry","1"
"12000011190 ","1","Dry","1"
"12000011200 ","1","Dry","1"
"12000011311 ","1","Dry","1"
"12000011315 ","1","Dry","1"
"12000011317 ","1","Dry","1"
"12000011325 ","1","Dry","1"
"12000011328 ","1","Dry","1"
"12000011337 ","1","Dry","1"
"12000011338 ","1","Dry","1"
"12000011340 ","1","Dry","1"
"12000011343 ","1","Dry","1"
"12000011345 ","1","Dry","1"
"12000011348 ","1","Dry","1"
"12000011350 ","1","Dry","1"
"12000011352 ","1","Dry","1"
"12000011355 ","1","Dry","1"
"12000011497 ","1","Dry","1"
"12000011501 ","1","Dry","1"
"12000011533 ","1","Dry","1"
"12000011539 ","1","Dry","1"
"12000011542 ","1","Dry","1"
"12000011543 ","1","Dry","1"
"12000011548 ","1","Dry","1"
"12000011581 ","1","Dry","1"
"12000011595 ","2","Wet","1"
"12000011613 ","1","Dry","1"
"12000011616 ","1","Dry","1"
"12000011617 ","1","Dry","1"
"12000011618 ","1","Dry","1"
"12000011663 ","1","Dry","1"
"12000011666 ","1","Dry","1"
"12000011669 ","1","Dry","1"
"12000011679 ","1","Dry","1"
"12000011690 ","1","Dry","1"
"12000011704 ","1","Dry","1"
"12000011707 ","1","Dry","1"
"12000011738 ","1","Dry","1"
"12000011744 ","1","Dry","1"
"12000011750 ","1","Dry","1"
"12000011785 ","1","Dry","1"
"12000011792 ","1","Dry","1"
"12000011804 ","1","Dry","1"
"12000011811 ","1","Dry","1"
"12000011814 ","1","Dry","1"
"12000011840 ","1","Dry","1"
"12000011869 ","1","Dry","1"
"12000011883 ","1","Dry","1"
"12000011886 ","1","Dry","1"
"12000011897 ","1","Dry","1"
"12000011903 ","1","Dry","1"
"12000011905 ","1","Dry","1"
"12000012012 ","1","Dry","1"
"12000012023 ","2","Wet","1"
"12000012027 ","1","Dry","1"
"12000012034 ","1","Dry","1"
"12000012035 ","1","Dry","1"
"12000012036 ","1","Dry","1"
"12000012040 ","1","Dry","1"
"12000012042 ","1","Dry","1"
"12000012047 ","2","Wet","1"
"12000012048 ","1","Dry","1"
"12000012053 ","1","Dry","1"
"12000012054 ","1","Dry","1"
"12000012057 ","1","Dry","1"
"12000012060 ","1","Dry","1"
"12000012064 ","1","Dry","1"
"12000012076 ","1","Dry","1"
"12000012081 ","1","Dry","1"
"12000012098 ","1","Dry","1"
"12000012100 ","1","Dry","1"
"12000012101 ","9","Unknown","1"
"12000012104 ","1","Dry","1"
"12000012109 ","2","Wet","1"
"12000012113 ","1","Dry","1"
"12000012114 ","1","Dry","1"
"12000012116 ","1","Dry","1"
"12000012117 ","1","Dry","1"
"12000012137 ","1","Dry","1"
"12000012146 ","1","Dry","1"
"12000012153 ","1","Dry","1"
"12000012178 ","1","Dry","1"
"12000012182 ","1","Dry","1"
"12000012186 ","1","Dry","1"
"12000012187 ","1","Dry","1"
"12000012190 ","1","Dry","1"
"12000012209 ","1","Dry","1"
"12000012215 ","1","Dry","1"
"12000012236 ","1","Dry","1"
"12000012345 ","2","Wet","1"
"12000012359 ","2","Wet","1"
"12000012377 ","1","Dry","1"
"12000012399 ","1","Dry","1"
"12000012406 ","2","Wet","1"
"12000012409 ","2","Wet","1"
"12000012432 ","9","Unknown","1"
"12000012439 ","1","Dry","1"
"12000012455 ","1","Dry","1"
"12000012472 ","1","Dry","1"
"12000012492 ","1","Dry","1"
"12000012493 ","1","Dry","1"
"12000012496 ","1","Dry","1"
"12000012498 ","1","Dry","1"
"12000012520 ","1","Dry","1"
"12000012526 ","1","Dry","1"
"12000012548 ","1","Dry","1"
"12000012557 ","2","Wet","1"
"12000012574 ","1","Dry","1"
"12000012597 ","1","Dry","1"
"12000012602 ","1","Dry","1"
"12000012607 ","1","Dry","1"
"12000012614 ","1","Dry","1"
"12000012629 ","1","Dry","1"
"12000012633 ","1","Dry","1"
"12000012634 ","1","Dry","1"
"12000012638 ","9","Unknown","1"
"12000012642 ","1","Dry","1"
"12000012645 ","1","Dry","1"
"12000012651 ","1","Dry","1"
"12000012653 ","1","Dry","1"
"12000012661 ","1","Dry","1"
"12000012668 ","1","Dry","1"
"12000012672 ","1","Dry","1"
"12000012680 ","1","Dry","1"
"12000012683 ","1","Dry","1"
"12000012685 ","2","Wet","1"
"12000012690 ","1","Dry","1"
"12000012716 ","1","Dry","1"
"12000012718 ","2","Wet","1"
"12000012812 ","1","Dry","1"
"12000012854 ","1","Dry","1"
"12000012856 ","1","Dry","1"
"12000012868 ","1","Dry","1"
"12000012870 ","1","Dry","1"
"12000012880 ","1","Dry","1"
"12000012964 ","1","Dry","1"
"12000012975 ","1","Dry","1"
